0.363,89,1.1
-0.3333,150,1.1
0.006000000000000005,0,1.1
0.16670000000000001,69,1.1
0.034700000000000064,0,1.1
0.0040000000000000036,0,1.1
-0.5039,100,1.1
0.45799999999999996,89,1.1
0.08779999999999999,0,1.1
-0.3333,0,1.1
0.0,0,1.1
0.036599999999999966,0,1.1
0.0,0,1.1
0.05780000000000002,0,1.1
-0.2867,150,1.1
0.0108,100,1.1
0.2567,112,1.1
0.24219999999999997,89,1.1
0.3417,99,1.1
0.07739999999999997,0,1.1
0.27,150,1.1
-0.2634,150,1.1
-0.0232,78,1.1
0.04660000000000003,0,1.1
0.0,0,1.1
0.0,0,1.1
-0.625,88,1.1
-0.23,89,1.1
0.0867,150,1.1
0.016700000000000048,0,1.1
0.0,150,1.1
0.020000000000000018,0,1.1
0.0,0,1.1
-0.14340000000000003,89,1.1
0.31089999999999995,85,1.1
0.09799999999999999,150,1.1
0.06799999999999998,0,1.1
0.0,0,1.1
0.06000000000000005,0,1.1
0.004400000000000015,0,1.1
0.013299999999999979,0,1.1
-0.3333,1,1.1
0.0534,0,1.1
0.0,0,1.1
0.0,0,1.1
0.06540000000000001,0,1.1
0.7889,112,1.1
-0.4556,89,1.1
0.0267,150,1.1
-0.3481,150,1.1
0.13209999999999997,0,1.1
0.0,0,1.1
0.684,66,1.1
0.3967,146,1.1
0.0,0,1.1
0.2707,0,1.1
-0.4305,0,1.1
0.0,0,1.1
0.0,150,1.1
0.0,0,1.1
0.7475,1,1.1
0.1089,99,1.1
0.0,0,1.1
-0.5533,1,1.1
0.06000000000000005,0,1.1
0.0,0,1.1
0.28269999999999995,89,1.1
0.0,0,1.1
0.12180000000000002,100,1.1
0.004400000000000015,0,1.1
0.1462,85,1.1
-0.34,1,1.1
0.0,0,1.1
0.11580000000000001,0,1.1
0.3593,150,1.1
0.0,0,1.1
0.07,0,1.1
-0.357,108,1.1
0.0145,85,1.1
0.0,0,1.1
0.1567,89,1.1
0.19999999999999996,112,1.1
0.033299999999999996,0,1.1
0.0,0,1.1
0.0,112,1.1
0.6232,63,1.1
0.07330000000000003,0,1.1
0.28,84,1.1
-0.2133,1,1.1
0.3333,150,1.1
-0.32999999999999996,99,1.1
0.0267,0,1.1
0.030700000000000005,0,1.1
0.03160000000000002,0,1.1
-0.5833,63,1.1
0.0,0,1.1
0.0,0,1.1
-0.01479999999999998,150,1.1
0.0,0,1.1
0.3333,149,1.1
